נתונים היסטוריים - סוף יום ת"א-35,,,,,,
מתאריך 01/01/2000  עד תאריך 30/01/2010
תאריך,מדד בסיס,מדד פתיחה,מדד נעילה,מדד גבוה,מדד נמוך,שווי שוק כולל (אלפי ש''ח)
19/02/2006,794.65,789.94,785.78,790.72,783.51,355648360
16/02/2006,799.75,804.70,794.65,806.81,793.16,358855197
15/02/2006,798.30,799.93,799.75,801.34,793.74,358415826
14/02/2006,808.61,805.49,798.30,806.34,796.09,359827011
13/02/2006,810.73,810.23,808.61,814.00,806.54,363361813
12/02/2006,809.70,806.40,810.73,815.85,805.72,361878048
09/02/2006,807.37,813.08,809.70,815.16,808.62,360863912
08/02/2006,806.94,803.25,807.37,811.83,797.90,359091846
07/02/2006,813.39,806.56,806.94,808.00,797.65,360140014
06/02/2006,817.64,820.80,813.39,822.23,808.93,363813077
05/02/2006,827.54,819.91,817.64,822.48,815.80,363959701
02/02/2006,827.52,832.87,827.54,834.31,825.55,371476359
01/02/2006,823.57,827.49,827.52,830.03,820.92,371991952
31/01/2006,832.81,838.55,823.57,842.27,821.41,369632160
30/01/2006,838.13,837.35,832.81,838.23,827.20,369271086
29/01/2006,846.78,843.95,838.13,848.06,837.41,370304878
26/01/2006,852.33,850.45,846.78,853.49,839.68,373947011
25/01/2006,838.26,842.00,852.33,853.29,841.28,350844251
24/01/2006,835.64,838.08,838.26,840.51,835.18,346634528
23/01/2006,836.82,838.63,835.64,841.18,834.24,347474831
22/01/2006,838.47,830.62,836.82,837.31,829.94,348271918
19/01/2006,830.15,837.22,838.47,840.30,836.21,349416672
18/01/2006,834.97,829.95,830.15,830.86,826.69,346785973
17/01/2006,839.39,839.43,834.97,842.39,833.61,348030689
16/01/2006,830.31,833.06,839.39,843.09,831.67,351792585
15/01/2006,825.69,822.86,830.31,831.01,822.73,348715049
12/01/2006,824.45,823.47,825.69,826.50,820.50,348489705
11/01/2006,814.65,825.07,824.45,827.01,820.31,347481905
10/01/2006,822.32,817.17,814.65,824.76,813.86,344725391
09/01/2006,833.19,835.82,822.32,839.51,817.05,345542185
08/01/2006,816.09,828.84,833.19,834.21,825.13,348806509
05/01/2006,849.25,803.47,816.09,816.73,796.96,342472072
04/01/2006,843.96,845.69,849.25,853.53,843.68,353006850
03/01/2006,841.21,845.25,843.96,854.51,842.72,352244514
02/01/2006,826.04,827.63,841.21,842.03,826.82,351661736
01/01/2006,823.42,820.96,826.04,827.25,817.92,345572588
29/12/2005,816.78,823.74,823.42,826.02,818.99,345029787
28/12/2005,827.76,823.09,816.78,825.87,812.94,340554665
27/12/2005,827.35,825.98,827.76,831.43,824.90,345505920
26/12/2005,830.45,832.99,827.35,834.72,825.82,345536606
25/12/2005,826.80,825.35,830.45,834.16,823.24,346464293
22/12/2005,824.38,825.01,826.80,827.10,821.03,345915341
21/12/2005,816.65,819.21,824.38,826.16,818.41,344649941
20/12/2005,805.90,804.24,816.65,817.34,801.55,340421135
19/12/2005,813.82,809.89,805.90,812.94,804.80,339343020
18/12/2005,812.11,810.47,813.82,814.67,808.91,341320787
15/12/2005,808.68,809.06,812.11,812.82,808.40,341226212
14/12/2005,808.90,810.42,808.68,812.77,806.59,338108897
13/12/2005,806.75,804.73,808.90,813.35,804.04,337993789
12/12/2005,798.39,799.95,806.75,807.01,798.73,338739864
11/12/2005,791.87,792.41,798.39,800.34,790.34,337218754
08/12/2005,789.72,789.37,791.87,792.23,787.99,334511910
07/12/2005,791.72,791.76,789.72,792.59,788.83,331827972
06/12/2005,791.21,790.13,791.72,794.50,788.59,330945983
05/12/2005,789.89,788.48,791.21,791.80,785.42,330167228
04/12/2005,785.05,790.13,789.89,793.02,787.68,329834276
01/12/2005,784.68,786.28,785.05,788.37,778.44,326369273
30/11/2005,785.06,783.03,784.68,788.11,781.06,327397227
29/11/2005,777.72,777.35,785.06,786.63,775.89,327995173
28/11/2005,779.92,780.19,777.72,784.65,775.20,326311463
27/11/2005,767.25,773.34,779.92,780.11,770.59,327726253
24/11/2005,766.77,765.31,767.25,770.78,765.31,324161871
23/11/2005,753.08,760.12,766.77,768.98,759.90,324506807
22/11/2005,752.30,757.26,753.08,758.85,749.61,318752937
21/11/2005,762.96,756.75,752.30,760.92,751.80,316632467
20/11/2005,758.97,755.98,762.96,763.62,752.63,320016514
17/11/2005,745.42,750.51,758.97,759.90,749.03,317651285
16/11/2005,749.03,748.15,745.42,753.07,739.82,312783950
15/11/2005,754.72,765.09,749.03,765.88,747.11,314984161
14/11/2005,748.22,746.75,754.72,755.65,746.08,315748396
13/11/2005,763.58,765.94,748.22,765.94,746.74,313580215
10/11/2005,770.46,758.52,763.58,767.23,756.24,314818532
09/11/2005,758.91,761.83,770.46,771.00,761.83,317044559
08/11/2005,762.38,760.00,758.91,764.46,758.36,312085785
07/11/2005,760.62,759.89,762.38,764.99,756.85,313441779
06/11/2005,765.01,765.83,760.62,769.42,760.16,313436297
03/11/2005,759.15,761.96,765.01,766.40,759.36,314235233
02/11/2005,759.35,757.87,759.15,760.37,753.08,312108218
01/11/2005,763.33,767.05,759.35,767.09,758.57,312116861
31/10/2005,756.21,757.23,763.33,766.52,757.23,310430400
30/10/2005,751.69,751.95,756.21,760.07,747.38,308714355
27/10/2005,760.01,753.45,751.69,754.51,748.61,308860914
26/10/2005,766.23,772.61,760.01,774.18,754.59,312036135
23/10/2005,751.80,757.89,766.23,766.86,757.89,311640788
20/10/2005,733.82,748.62,751.80,753.96,745.99,305236157
19/10/2005,746.32,735.04,733.82,737.49,732.05,296820804
16/10/2005,763.88,758.27,746.32,758.27,745.94,299276107
11/10/2005,764.71,767.65,763.88,768.13,760.96,303159194
10/10/2005,759.75,761.91,764.71,767.49,760.74,304695204
09/10/2005,756.09,759.09,759.75,761.92,757.07,301823265
06/10/2005,759.36,755.97,756.09,758.24,752.46,301839201
02/10/2005,752.69,755.05,759.36,760.06,748.89,300112277
29/09/2005,744.95,760.46,752.69,760.46,749.59,298465462
28/09/2005,735.69,740.78,744.95,746.86,738.66,295111216
27/09/2005,722.34,732.09,735.69,739.37,732.09,291711927
26/09/2005,712.26,716.06,722.34,725.32,716.04,288078813
25/09/2005,720.32,714.53,712.26,714.67,708.86,285301284
22/09/2005,728.84,722.39,720.32,725.96,718.35,287812197
21/09/2005,734.37,733.79,728.84,736.26,726.55,290001732
20/09/2005,732.22,730.62,734.37,736.43,725.66,291690019
19/09/2005,739.26,739.74,732.22,742.36,726.37,290511267
18/09/2005,737.84,740.73,739.26,741.00,735.43,292069796
15/09/2005,739.85,739.77,737.84,742.98,736.53,292564574
14/09/2005,732.64,733.03,739.85,740.64,732.78,293105522
13/09/2005,736.52,737.01,732.64,737.60,730.42,290837786
12/09/2005,735.65,739.16,736.52,740.27,734.42,291225641
11/09/2005,724.99,729.65,735.65,736.21,727.90,290968488
08/09/2005,725.23,727.84,724.99,727.86,720.67,288301308
07/09/2005,728.04,728.52,725.23,729.53,723.53,287907534
06/09/2005,729.40,728.08,728.04,734.43,724.26,290076340
05/09/2005,723.61,726.20,729.40,730.06,721.36,288201661
04/09/2005,720.69,722.48,723.61,729.19,722.34,286364372
01/09/2005,709.05,713.99,720.69,721.51,711.79,285068731
31/08/2005,711.98,712.85,709.05,714.21,706.96,281323494
30/08/2005,704.12,709.07,711.98,712.54,706.53,281988481
29/08/2005,700.86,699.04,704.12,705.92,698.25,279419137
28/08/2005,701.53,698.22,700.86,701.38,693.75,278602078
25/08/2005,703.72,706.66,701.53,708.17,697.54,279351948
24/08/2005,712.03,711.21,703.72,711.92,701.71,279800234
23/08/2005,719.38,720.76,712.03,725.84,711.12,283154347
22/08/2005,721.55,720.00,719.38,722.98,717.57,286378062
21/08/2005,720.60,722.36,721.55,729.33,721.29,286960808
18/08/2005,713.28,716.53,720.60,721.04,711.85,285889863
17/08/2005,701.19,705.17,713.28,715.17,704.93,282393754
16/08/2005,701.67,703.97,701.19,708.18,697.38,279231798
15/08/2005,686.70,684.33,701.67,702.67,680.77,280318759
11/08/2005,688.90,686.42,686.70,687.38,682.89,275201112
10/08/2005,683.16,685.04,688.90,692.11,684.82,276190564
09/08/2005,685.99,683.31,683.16,684.66,678.12,273694847
08/08/2005,666.01,679.74,685.99,687.29,668.88,275754403
07/08/2005,702.80,701.41,666.01,701.46,663.88,268490939
04/08/2005,704.99,705.42,702.80,705.53,699.20,279297536
03/08/2005,704.04,705.89,704.99,710.10,702.12,279422371
02/08/2005,682.74,688.76,704.04,704.20,688.76,279464897
01/08/2005,678.81,679.66,682.74,685.22,679.13,271447613
31/07/2005,687.30,681.46,678.81,683.74,678.06,270214653
28/07/2005,692.81,697.00,687.30,697.00,686.47,273966378
27/07/2005,686.05,686.33,692.81,693.41,686.28,275805368
26/07/2005,685.27,681.40,686.05,689.36,679.37,273595840
25/07/2005,685.02,684.67,685.27,686.42,678.98,275224710
24/07/2005,680.21,682.48,685.02,685.81,677.23,271468877
21/07/2005,674.68,680.08,680.21,682.09,674.48,269405922
20/07/2005,664.54,670.00,674.68,675.74,669.99,268248551
19/07/2005,656.63,657.99,664.54,664.67,657.96,264124179
18/07/2005,653.69,656.63,656.63,661.17,653.55,260738979
17/07/2005,665.79,663.09,653.69,663.09,652.95,259338740
14/07/2005,658.78,659.03,665.79,666.34,657.19,263430575
13/07/2005,655.54,653.52,658.78,660.45,652.65,261853540
12/07/2005,653.63,655.16,655.54,658.79,650.58,261449937
11/07/2005,644.19,645.20,653.63,655.63,644.27,261999197
10/07/2005,634.78,645.89,644.19,647.24,641.93,260093514
07/07/2005,640.31,636.34,634.78,636.60,627.84,254679084
06/07/2005,636.35,639.65,640.31,641.49,633.74,258415782
05/07/2005,645.85,644.55,636.35,645.43,635.35,257303332
04/07/2005,641.35,642.12,645.85,646.78,641.97,259832128
03/07/2005,639.18,634.26,641.35,642.02,631.73,259220483
30/06/2005,642.72,644.63,639.18,645.00,633.41,259046162
29/06/2005,638.39,642.55,642.72,644.62,638.80,258729340
28/06/2005,637.40,638.28,638.39,640.83,633.74,256970197
27/06/2005,634.97,636.73,637.40,640.48,631.53,255088119
26/06/2005,649.90,643.20,634.97,643.22,634.02,254157769
23/06/2005,660.25,655.12,649.90,658.14,647.21,259810991
22/06/2005,663.91,665.79,660.25,667.03,658.19,263234225
21/06/2005,657.63,657.31,663.91,664.80,653.79,264209602
20/06/2005,665.68,662.93,657.63,663.95,651.65,262689513
19/06/2005,673.13,671.80,665.68,672.59,664.56,264554392
16/06/2005,675.34,673.36,673.13,675.58,669.19,267151899
15/06/2005,681.26,680.86,675.34,680.95,670.48,268227166
14/06/2005,684.92,684.05,681.26,686.65,679.69,269433548
09/06/2005,690.11,688.75,684.92,690.86,684.45,269762552
08/06/2005,687.63,686.24,690.11,690.73,684.56,270949143
07/06/2005,685.88,687.40,687.63,688.22,685.32,268984060
06/06/2005,678.97,679.30,685.88,686.29,678.86,268102664
05/06/2005,683.31,680.69,678.97,680.69,677.22,264806831
02/06/2005,679.46,681.95,683.31,684.70,681.27,272145279
01/06/2005,679.97,677.33,679.46,681.70,676.07,270017485
31/05/2005,681.67,682.44,679.97,684.80,677.24,269864573
30/05/2005,676.69,673.88,681.67,682.32,673.85,270847662
29/05/2005,680.55,679.49,676.69,679.49,672.86,270296340
26/05/2005,672.65,681.46,680.55,681.46,676.81,271192237
25/05/2005,666.22,667.95,672.65,673.69,667.19,268197551
24/05/2005,662.27,665.02,666.22,666.68,663.06,265056504
23/05/2005,667.90,665.92,662.27,667.58,661.67,263525034
22/05/2005,673.93,670.87,667.90,671.31,667.49,264781002
19/05/2005,674.38,674.39,673.93,676.81,672.83,267320035
18/05/2005,679.30,678.36,674.38,678.74,671.54,267111429
17/05/2005,676.96,677.69,679.30,679.76,677.69,267856959
16/05/2005,677.01,676.17,676.96,677.75,674.24,267136814
15/05/2005,675.72,676.26,677.01,678.41,675.67,266843928
10/05/2005,675.04,679.23,675.72,679.92,674.78,265382735
09/05/2005,669.35,671.57,675.04,676.57,669.91,264702991
08/05/2005,672.69,673.27,669.35,673.70,668.88,262321507
05/05/2005,671.44,676.11,672.69,676.14,671.43,263350968
04/05/2005,667.13,670.08,671.44,672.23,668.35,261908670
03/05/2005,668.62,667.67,667.13,669.59,665.01,259222273
02/05/2005,667.15,669.46,668.62,671.72,667.29,261741321
01/05/2005,657.19,664.01,667.15,667.89,663.26,261046878
28/04/2005,648.93,654.51,657.19,657.54,652.24,258551685
27/04/2005,651.10,648.62,648.93,650.02,647.79,257538956
26/04/2005,652.78,653.30,651.10,655.00,649.01,258674313
25/04/2005,653.73,654.31,652.78,655.71,652.76,260158257
21/04/2005,651.49,648.39,653.73,654.67,648.03,260850562
20/04/2005,653.78,654.66,651.49,656.02,650.74,260145528
19/04/2005,652.39,654.33,653.78,657.34,652.55,261204828
18/04/2005,653.91,651.02,652.39,654.17,646.51,260104239
17/04/2005,656.88,647.90,653.91,655.86,647.23,260406063
14/04/2005,656.48,652.22,656.88,659.07,651.56,261660296
13/04/2005,655.15,658.39,656.48,661.85,654.53,260941431
12/04/2005,656.76,654.70,655.15,656.24,652.55,261162367
11/04/2005,655.92,655.10,656.76,661.08,655.10,262037627
10/04/2005,650.22,647.66,655.92,656.59,647.09,261483492
07/04/2005,645.00,643.97,650.22,650.96,642.87,259219688
06/04/2005,641.02,643.49,645.00,646.33,642.85,257859333
05/04/2005,635.62,638.14,641.02,641.40,635.87,255803884
04/04/2005,636.36,635.13,635.62,636.90,630.20,252717455
03/04/2005,642.55,637.51,636.36,638.37,634.93,253023556
31/03/2005,639.88,644.10,642.55,646.56,641.58,255738590
30/03/2005,646.34,643.86,639.88,644.90,637.92,252819640
29/03/2005,646.93,644.59,646.34,646.72,642.39,256202470
28/03/2005,646.47,647.96,646.93,649.95,645.66,257004967
27/03/2005,639.84,648.93,646.47,651.42,645.01,256710970
24/03/2005,642.37,641.42,639.84,642.16,635.89,252732444
23/03/2005,652.80,648.97,642.37,649.36,640.63,252303556
22/03/2005,652.60,653.93,652.80,654.05,649.01,256171926
21/03/2005,648.28,648.20,652.60,653.59,648.11,256258892
20/03/2005,649.94,647.63,648.28,648.57,644.29,255182917
17/03/2005,648.77,649.59,649.94,652.87,645.71,256435866
16/03/2005,659.73,656.64,648.77,657.35,648.02,251822221
15/03/2005,660.19,659.64,659.73,660.76,657.74,256187009
14/03/2005,659.05,657.63,660.19,661.51,657.58,257224697
13/03/2005,658.53,658.18,659.05,659.95,655.75,256574194
10/03/2005,655.50,654.63,658.53,658.55,652.26,255423239
09/03/2005,659.10,658.12,655.50,658.65,653.39,253200440
08/03/2005,660.48,661.91,659.10,664.53,657.36,253993902
07/03/2005,653.44,653.79,660.48,660.89,650.38,253514745
06/03/2005,654.42,655.95,653.44,658.08,646.90,251222803
03/03/2005,648.42,647.61,654.42,655.04,647.30,252287513
02/03/2005,653.06,654.28,648.42,654.34,647.42,250124131
01/03/2005,646.47,645.82,653.06,653.78,642.66,252081546
28/02/2005,637.80,639.57,646.47,647.52,639.57,251489910
27/02/2005,634.97,638.24,637.80,639.59,635.15,242899827
24/02/2005,629.39,630.87,634.97,635.68,626.81,242714476
23/02/2005,630.12,628.59,629.39,630.55,626.54,241119762
22/02/2005,639.41,638.16,630.12,639.00,628.26,240289315
21/02/2005,637.47,637.35,639.41,641.89,637.00,243190553
20/02/2005,646.41,643.45,637.47,643.45,636.83,242604891
17/02/2005,647.47,646.66,646.41,648.76,644.28,246711954
16/02/2005,647.84,649.34,647.47,650.33,638.37,247103793
15/02/2005,649.34,650.85,647.84,651.33,646.52,246872238
14/02/2005,649.04,649.69,649.34,653.90,648.82,251903603
13/02/2005,640.61,645.59,649.04,649.66,644.14,251584659
10/02/2005,640.38,635.00,640.61,641.67,633.98,248248108
09/02/2005,645.61,645.61,640.38,644.80,638.40,249058687
08/02/2005,644.31,646.19,645.61,648.56,643.27,250655014
07/02/2005,650.13,650.28,644.31,653.32,643.91,249534618
06/02/2005,648.82,654.79,650.13,656.20,646.24,251170748
03/02/2005,639.01,643.63,648.82,651.61,642.87,250552845
02/02/2005,635.32,635.72,639.01,641.00,633.11,248001123
01/02/2005,635.30,634.90,635.32,636.05,632.84,245738331
31/01/2005,634.84,635.75,635.30,638.32,633.22,245575675
30/01/2005,620.66,627.54,634.84,635.62,626.95,245156883
27/01/2005,630.35,624.53,620.66,626.28,618.59,238785077
26/01/2005,630.60,631.20,630.35,632.58,627.43,241958548
25/01/2005,634.18,630.95,630.60,635.18,628.55,240932356
24/01/2005,628.11,629.32,634.18,634.96,628.04,242762704
23/01/2005,623.04,623.99,628.11,628.73,622.23,240811597
20/01/2005,623.95,622.81,623.04,624.21,620.92,240914133
19/01/2005,620.20,621.65,623.95,625.86,620.88,240313709
18/01/2005,618.56,620.65,620.20,622.16,615.15,238810115
17/01/2005,613.73,615.51,618.56,620.04,613.67,237964113
16/01/2005,622.51,616.62,613.73,616.62,612.17,238481967
13/01/2005,625.47,625.15,622.51,626.64,621.03,242197408
12/01/2005,624.26,625.20,625.47,629.09,622.07,243370566
11/01/2005,628.14,629.59,624.26,630.70,622.92,242340611
10/01/2005,622.97,628.97,628.14,631.03,626.11,242647283
09/01/2005,617.88,621.60,622.97,624.57,612.52,241348053
06/01/2005,607.44,611.80,617.88,618.73,610.90,239472197
05/01/2005,617.44,610.05,607.44,610.91,605.91,236068956
04/01/2005,619.66,614.59,617.44,617.99,612.94,241611481
03/01/2005,623.12,622.69,619.66,627.47,617.34,243585280
02/01/2005,617.94,616.16,623.12,624.07,615.84,244025097
30/12/2004,611.63,610.37,617.94,618.78,609.97,242082515
29/12/2004,612.12,615.06,611.63,616.08,607.18,240461851
28/12/2004,615.50,616.02,612.12,619.10,610.52,239855899
27/12/2004,604.03,604.53,615.50,615.89,604.36,241524755
26/12/2004,602.11,602.52,604.03,604.75,599.08,238168973
23/12/2004,600.74,603.57,602.11,606.23,601.14,237676290
22/12/2004,597.31,598.36,600.74,602.22,595.24,237121894
21/12/2004,606.67,605.72,597.31,606.49,596.81,235495130
20/12/2004,606.07,604.86,606.67,609.42,603.01,238346014
19/12/2004,609.23,610.72,606.07,613.24,605.64,237852312
16/12/2004,603.32,602.14,609.23,610.45,602.11,238016812
15/12/2004,603.35,603.97,603.32,605.10,599.47,236929415
14/12/2004,602.67,602.53,603.35,604.62,601.71,237026050
13/12/2004,596.59,595.85,602.67,603.11,593.87,237402948
12/12/2004,589.55,598.66,596.59,601.51,595.33,234605694
09/12/2004,593.84,594.58,589.55,598.59,587.66,231485499
08/12/2004,593.98,590.89,593.84,597.45,590.48,232335644
07/12/2004,586.88,589.43,593.98,595.94,588.88,232726929
06/12/2004,587.59,588.13,586.88,591.93,586.26,230819670
05/12/2004,572.97,579.70,587.59,588.87,579.39,231321488
02/12/2004,567.28,571.60,572.97,575.61,570.84,225890528
01/12/2004,564.69,563.00,567.28,569.06,562.68,223450538
30/11/2004,566.41,564.99,564.69,566.11,559.38,222436161
29/11/2004,562.64,563.06,566.41,568.62,563.06,223141903
28/11/2004,571.04,569.03,562.64,569.03,562.04,221792865
25/11/2004,572.85,574.94,571.04,574.94,569.50,224727021
24/11/2004,568.60,569.80,572.85,573.41,568.44,223540029
23/11/2004,561.45,565.55,568.60,569.87,565.16,222952755
22/11/2004,557.95,556.27,561.45,562.72,556.27,221737508
21/11/2004,568.48,563.91,557.95,564.84,557.16,219686241
18/11/2004,571.07,569.70,568.48,571.82,567.09,224503066
17/11/2004,569.41,568.18,571.07,571.86,566.69,224399317
16/11/2004,564.47,563.62,569.41,570.84,562.21,223423657
15/11/2004,563.36,564.06,564.47,565.75,561.79,222271464
14/11/2004,553.22,559.68,563.36,565.22,559.68,222110057
11/11/2004,544.94,546.08,553.22,553.76,543.47,217278768
10/11/2004,542.47,544.74,544.94,547.40,542.25,213454242
09/11/2004,536.69,539.38,542.47,543.33,538.66,211814110
08/11/2004,536.75,535.89,536.69,537.44,534.22,208959489
07/11/2004,536.27,542.20,536.75,542.42,536.08,210787550
04/11/2004,536.46,536.43,536.27,538.95,534.51,209608750
03/11/2004,528.93,534.27,536.46,537.16,533.24,208830964
02/11/2004,528.90,527.64,528.93,531.19,527.50,206768804
01/11/2004,525.79,525.23,528.90,529.52,523.96,210415513
31/10/2004,519.33,522.94,525.79,527.06,522.36,209618393
28/10/2004,520.84,522.30,519.33,525.38,516.52,206610537
27/10/2004,528.41,525.56,520.84,525.56,518.45,206689407
26/10/2004,520.92,522.06,528.41,529.13,522.06,207653897
25/10/2004,524.28,521.55,520.92,522.48,519.70,205299868
24/10/2004,525.59,523.15,524.28,526.28,522.58,207170130
21/10/2004,523.23,525.82,525.59,526.41,522.89,206507495
20/10/2004,524.93,521.67,523.23,524.49,520.94,204838587
19/10/2004,522.71,525.26,524.93,526.41,524.41,205228484
18/10/2004,522.50,521.84,522.71,523.15,517.69,204728456
17/10/2004,524.70,522.81,522.50,524.85,519.52,204315770
14/10/2004,526.68,524.54,524.70,527.08,522.54,207271587
13/10/2004,527.90,528.67,526.68,530.15,523.71,208098152
12/10/2004,537.39,534.70,527.90,535.13,527.05,207865488
11/10/2004,537.92,539.33,537.39,539.97,535.94,211246172
10/10/2004,542.50,535.58,537.92,538.27,535.48,211675884
05/10/2004,542.29,542.03,542.50,542.88,540.40,215555881
04/10/2004,539.62,542.78,542.29,543.71,541.73,216146195
03/10/2004,531.22,537.10,539.62,539.88,537.10,214628465
28/09/2004,533.08,531.44,531.22,533.52,530.04,210852364
27/09/2004,538.14,537.83,533.08,537.83,532.46,212447870
26/09/2004,532.86,535.57,538.14,538.66,534.71,214489353
23/09/2004,537.54,529.98,532.86,533.06,529.01,211721400
20/09/2004,538.57,537.83,537.54,539.15,536.32,217098854
19/09/2004,537.03,539.73,538.57,540.75,537.85,217487791
14/09/2004,536.23,534.70,537.03,538.61,534.70,215592976
13/09/2004,535.10,534.53,536.23,537.92,534.24,215426280
12/09/2004,532.33,533.28,535.10,535.91,533.28,215725774
09/09/2004,528.81,526.61,532.33,532.76,525.08,216127655
08/09/2004,527.90,529.27,528.81,530.12,526.22,215384212
07/09/2004,522.73,522.08,527.90,528.32,522.08,213972890
06/09/2004,521.65,522.43,522.73,523.56,520.23,212279021
05/09/2004,519.15,519.48,521.65,523.55,519.48,211656651
02/09/2004,517.70,518.24,519.15,520.87,516.86,210230077
01/09/2004,521.30,521.42,517.70,521.43,516.38,210831692
31/08/2004,527.93,526.90,521.30,527.45,519.21,214224378
30/08/2004,531.17,531.93,527.93,531.93,527.00,217205704
29/08/2004,527.11,529.55,531.17,531.77,528.18,219453987
26/08/2004,522.11,526.66,527.11,527.62,524.72,217512123
25/08/2004,525.29,524.50,522.11,525.18,520.45,215361529
24/08/2004,522.20,522.26,525.29,527.33,521.43,215865143
23/08/2004,522.36,521.39,522.20,523.72,519.25,214279336
22/08/2004,512.90,518.49,522.36,523.00,518.20,215759294
19/08/2004,507.38,511.42,512.90,515.14,509.55,212284095
18/08/2004,514.33,514.84,507.38,516.81,505.61,209519114
17/08/2004,506.98,508.64,514.33,514.85,502.73,212322107
16/08/2004,511.73,510.39,506.98,510.99,504.38,208207227
15/08/2004,512.85,512.82,511.73,514.57,510.48,210146784
12/08/2004,516.48,515.10,512.85,517.19,508.59,209149990
11/08/2004,524.22,525.11,516.48,525.95,515.61,210557297
10/08/2004,525.77,524.54,524.22,525.51,522.33,215408407
09/08/2004,525.68,526.75,525.77,527.30,522.35,217310385
08/08/2004,529.45,520.63,525.68,526.46,519.85,217571567
05/08/2004,524.88,527.62,529.45,531.09,524.02,221385405
04/08/2004,528.37,525.62,524.88,525.98,521.15,215729816
03/08/2004,531.44,535.68,528.37,536.27,528.13,217878428
02/08/2004,536.02,533.65,531.44,533.65,529.83,218903163
01/08/2004,541.55,543.34,536.02,544.37,534.50,221419890
29/07/2004,541.78,539.04,541.55,541.76,539.04,221427386
28/07/2004,546.22,547.88,541.78,548.66,540.50,220161837
26/07/2004,546.45,548.34,546.22,549.81,546.22,226438574
25/07/2004,549.54,544.71,546.45,546.87,543.00,226365735
22/07/2004,554.83,549.88,549.54,550.32,548.73,228556364
21/07/2004,552.03,555.30,554.83,556.50,554.23,231929562
20/07/2004,552.18,551.33,552.03,552.37,550.38,230322195
19/07/2004,550.10,551.73,552.18,553.95,551.73,229451485
18/07/2004,553.17,548.57,550.10,550.65,548.03,229041227
15/07/2004,551.07,552.97,553.17,554.15,550.67,231581035
14/07/2004,556.04,552.87,551.07,553.81,551.02,231543327
13/07/2004,556.25,555.62,556.04,557.26,551.91,233060981
12/07/2004,555.99,556.52,556.25,559.18,555.44,234080541
11/07/2004,560.12,557.35,555.99,559.54,555.44,234566534
08/07/2004,560.34,561.75,560.12,562.34,557.32,236805416
07/07/2004,561.80,560.19,560.34,563.38,559.11,236207776
06/07/2004,564.93,565.29,561.80,566.23,561.22,235713107
05/07/2004,559.72,560.43,564.93,565.70,560.22,236656474
04/07/2004,561.90,560.52,559.72,561.22,557.83,234554766
01/07/2004,557.89,558.53,561.90,563.31,558.22,236696640
30/06/2004,555.81,558.15,557.89,559.46,557.29,236419800
29/06/2004,559.94,557.55,555.81,558.06,554.91,234231145
28/06/2004,558.58,555.69,559.94,562.04,554.84,235292001
27/06/2004,557.94,557.88,558.58,560.45,557.24,236182198
24/06/2004,553.75,562.16,557.94,562.16,555.40,235997927
23/06/2004,552.81,554.45,553.75,558.77,552.59,234463091
22/06/2004,551.27,551.12,552.81,553.63,550.39,234399236
21/06/2004,546.07,547.04,551.27,552.48,547.04,234344429
20/06/2004,542.65,543.94,546.07,546.36,542.91,232986123
17/06/2004,541.09,542.55,542.65,543.28,539.83,231122755
16/06/2004,539.87,542.70,541.09,543.46,540.19,230136089
15/06/2004,539.71,538.77,539.87,540.14,537.31,228676071
14/06/2004,538.93,538.10,539.71,541.13,538.02,228763787
13/06/2004,540.44,541.43,538.93,541.65,538.32,228358185
10/06/2004,538.47,537.74,540.44,541.16,536.97,228680117
09/06/2004,539.76,540.28,538.47,541.61,537.50,228486682
08/06/2004,541.56,543.27,539.76,543.48,538.59,228548652
07/06/2004,536.02,540.85,541.56,542.33,540.30,228804493
06/06/2004,537.10,536.05,536.02,537.44,534.77,227258241
03/06/2004,536.47,535.30,537.10,538.22,533.71,228046790
02/06/2004,533.72,537.50,536.47,540.07,535.56,227925705
01/06/2004,531.48,533.39,533.72,535.11,530.60,226868993
31/05/2004,529.44,530.84,531.48,532.86,529.40,226083347
30/05/2004,533.21,530.75,529.44,531.12,528.15,225743982
27/05/2004,531.56,536.98,533.21,537.58,532.24,226856109
24/05/2004,527.89,528.24,531.56,531.86,527.36,226139576
23/05/2004,522.10,525.65,527.89,528.23,524.75,224748845
20/05/2004,523.19,520.41,522.10,523.88,520.23,222402679
19/05/2004,514.74,519.15,523.19,524.69,518.47,223686818
18/05/2004,512.28,516.88,514.74,517.73,513.93,220812320
17/05/2004,519.15,513.22,512.28,513.55,509.98,219687243
16/05/2004,517.16,516.11,519.15,519.84,514.90,222258091
13/05/2004,520.06,518.83,517.16,522.27,515.95,220342434
12/05/2004,522.52,524.58,520.06,525.43,518.60,220607383
11/05/2004,518.30,520.52,522.52,522.92,515.74,221215477
10/05/2004,528.61,521.58,518.30,522.27,517.22,218954930
09/05/2004,534.09,531.13,528.61,531.49,526.87,222671720
06/05/2004,536.17,535.95,534.09,536.27,533.01,224370242
05/05/2004,536.70,537.72,536.17,539.84,534.83,224785449
04/05/2004,528.13,529.18,536.70,537.58,529.10,225218307
03/05/2004,527.20,526.27,528.13,529.53,521.92,222065804
02/05/2004,529.26,520.97,527.20,528.76,519.28,222024503
29/04/2004,536.32,528.05,529.26,530.69,519.74,225229669
28/04/2004,542.54,542.48,536.32,543.97,534.20,224093998
