נתונים היסטוריים - סוף יום ת"א-35,,,,,,
מתאריך 01/01/2000  עד תאריך 30/01/2010
תאריך,מדד בסיס,מדד פתיחה,מדד נעילה,מדד גבוה,מדד נמוך,שווי שוק כולל (אלפי ש''ח)
25/04/2004,540.84,542.66,542.54,543.83,541.22,223468740
22/04/2004,541.02,543.90,540.84,544.52,540.01,223556700
21/04/2004,543.19,540.09,541.02,542.59,538.53,223896056
20/04/2004,542.15,545.50,543.19,547.25,541.88,223745229
19/04/2004,539.33,539.61,542.15,542.59,536.49,222433871
18/04/2004,539.31,538.67,539.33,540.18,535.41,221275706
15/04/2004,531.53,533.20,539.31,539.73,533.20,220236057
14/04/2004,541.17,536.85,531.53,536.85,530.72,217396534
13/04/2004,539.57,541.61,541.17,542.88,539.71,222708150
08/04/2004,536.76,538.33,539.57,540.32,537.78,222724976
07/04/2004,536.67,537.25,536.76,539.95,535.65,222095193
04/04/2004,525.35,533.54,536.67,538.67,533.02,221838255
01/04/2004,522.75,524.83,525.35,526.23,522.79,217607227
31/03/2004,519.85,522.78,522.75,525.48,520.20,217236243
30/03/2004,522.23,524.43,519.85,526.17,518.63,214728693
29/03/2004,513.69,517.76,522.23,522.46,515.97,215505201
28/03/2004,516.81,515.41,513.69,517.20,512.66,212585481
25/03/2004,520.54,515.64,516.81,522.96,514.89,213905554
24/03/2004,533.22,532.05,520.54,532.21,517.50,214017183
23/03/2004,533.15,532.90,533.22,535.62,529.47,217622119
22/03/2004,542.85,539.02,533.15,539.54,530.80,217729789
21/03/2004,539.90,538.94,542.85,543.85,537.03,221611193
18/03/2004,540.49,539.70,539.90,541.39,537.27,220991186
17/03/2004,538.78,539.98,540.49,541.55,537.22,221032707
16/03/2004,533.72,530.54,538.78,539.47,529.42,220359088
15/03/2004,533.07,532.29,533.72,534.11,530.32,219767356
14/03/2004,525.72,531.58,533.07,533.62,530.94,219771609
11/03/2004,531.65,527.89,525.72,528.12,522.78,216859395
10/03/2004,530.92,530.63,531.65,533.85,529.71,219937579
09/03/2004,532.93,531.06,530.92,532.27,529.20,219886588
08/03/2004,529.54,533.78,532.93,534.44,531.72,221247747
04/03/2004,524.29,524.62,529.54,530.24,524.34,220442293
03/03/2004,526.40,522.33,524.29,525.72,522.09,219433994
02/03/2004,526.72,530.08,526.40,530.67,525.92,220716749
01/03/2004,520.39,524.15,526.72,526.91,523.82,220135933
29/02/2004,517.84,521.13,520.39,523.25,519.34,217918305
26/02/2004,529.35,527.14,517.84,527.89,516.16,216547684
25/02/2004,530.02,530.68,529.35,533.09,528.43,219183705
24/02/2004,534.45,532.00,530.02,532.64,528.99,218997170
23/02/2004,535.38,536.71,534.45,537.21,533.48,220462515
22/02/2004,533.53,529.80,535.38,536.18,528.28,221032167
19/02/2004,529.65,529.49,533.53,534.69,528.98,220755954
18/02/2004,534.34,534.66,529.65,534.66,528.55,218695235
17/02/2004,530.58,532.56,534.34,535.10,531.73,222631163
16/02/2004,526.27,528.10,530.58,532.43,527.98,221097579
15/02/2004,524.41,522.74,526.27,527.12,521.49,219625920
12/02/2004,524.52,528.54,524.41,529.60,523.88,218698809
11/02/2004,521.27,524.07,524.52,527.34,523.22,218875378
10/02/2004,523.35,521.22,521.27,523.20,519.42,217205687
09/02/2004,518.98,518.70,523.35,524.93,517.97,218260404
08/02/2004,510.76,517.31,518.98,519.54,514.18,216833196
05/02/2004,503.17,502.16,510.76,512.09,500.06,214901610
04/02/2004,505.82,506.08,503.17,506.50,501.18,211744915
03/02/2004,507.85,506.71,505.82,510.72,504.03,210781177
02/02/2004,501.74,501.97,507.85,508.86,499.99,211271994
01/02/2004,508.34,509.13,501.74,512.38,500.43,209003827
29/01/2004,515.80,502.95,508.34,510.05,502.65,210747284
28/01/2004,521.04,518.12,515.80,519.88,513.89,213112302
27/01/2004,517.16,520.47,521.04,522.06,518.19,214060423
26/01/2004,515.55,516.20,517.16,519.79,510.12,213083532
25/01/2004,519.40,527.98,515.55,528.79,515.00,210746440
22/01/2004,520.89,517.31,519.40,520.79,506.49,209431855
21/01/2004,530.49,526.37,520.89,526.61,520.15,203274878
20/01/2004,531.31,531.20,530.49,532.97,529.41,207051968
19/01/2004,527.49,526.36,531.31,531.57,524.55,206981379
18/01/2004,520.17,527.91,527.49,530.30,526.58,205274390
15/01/2004,516.79,516.22,520.17,520.95,514.99,202981444
14/01/2004,513.47,511.81,516.79,518.07,510.37,202448969
13/01/2004,509.87,510.80,513.47,514.76,510.80,201932245
12/01/2004,512.48,513.20,509.87,513.30,509.11,199886243
11/01/2004,513.72,514.33,512.48,517.48,512.00,200439423
08/01/2004,509.71,509.84,513.72,515.39,506.30,201045915
07/01/2004,514.32,512.06,509.71,513.84,509.16,199483355
06/01/2004,515.50,518.13,514.32,518.26,513.01,201719169
05/01/2004,512.02,513.25,515.50,516.13,511.72,201285018
04/01/2004,504.15,510.80,512.02,513.37,509.04,200154953
31/12/2003,501.17,501.34,504.15,506.54,500.42,196524029
30/12/2003,501.21,500.62,501.17,502.03,497.30,193669068
29/12/2003,499.35,500.09,501.21,502.36,499.27,194195395
28/12/2003,490.32,492.61,499.35,500.40,492.61,193635966
25/12/2003,486.16,487.49,490.32,491.84,486.84,190133981
24/12/2003,482.75,483.44,486.16,487.69,481.07,189643421
23/12/2003,487.86,487.18,482.75,488.42,482.27,188479490
22/12/2003,489.89,489.08,487.86,489.86,487.25,190812860
21/12/2003,489.85,493.42,489.89,494.54,488.71,191430707
18/12/2003,487.98,486.90,489.85,493.03,486.51,191877940
17/12/2003,493.84,493.63,487.98,495.52,487.31,191610399
16/12/2003,493.50,486.79,493.84,495.17,484.32,192675325
15/12/2003,494.90,493.65,493.50,495.15,489.89,193120384
14/12/2003,478.55,483.89,494.90,496.21,483.09,193958435
11/12/2003,469.20,471.47,478.55,481.04,471.47,189930260
10/12/2003,473.59,471.27,469.20,473.94,467.17,186868257
09/12/2003,461.63,465.29,473.59,474.27,465.29,189055670
08/12/2003,466.91,464.41,461.63,465.04,459.98,185665893
07/12/2003,471.47,469.08,466.91,472.26,466.02,187819680
04/12/2003,476.88,472.82,471.47,473.81,470.46,190298452
03/12/2003,476.56,476.14,476.88,477.35,472.89,193523079
02/12/2003,480.45,481.19,476.56,481.54,475.18,192540430
01/12/2003,476.52,480.56,480.45,481.02,477.55,192935943
30/11/2003,477.52,478.99,476.52,482.17,475.79,191465682
27/11/2003,473.61,479.32,477.52,482.16,475.31,191923129
26/11/2003,478.33,478.37,473.61,479.72,471.97,189563744
25/11/2003,475.16,479.94,478.33,480.16,476.04,189304354
24/11/2003,470.75,470.57,475.16,475.59,469.68,187781795
23/11/2003,469.36,470.83,470.75,476.39,469.96,186130685
20/11/2003,472.76,474.02,469.36,475.09,465.92,186886054
19/11/2003,474.66,473.28,472.76,476.31,471.11,188556621
18/11/2003,465.37,469.86,474.66,475.71,466.81,189162228
17/11/2003,467.51,463.56,465.37,466.81,459.03,186294505
16/11/2003,466.64,464.62,467.51,469.33,461.71,187751842
13/11/2003,468.96,478.01,466.64,478.72,465.10,186956507
12/11/2003,455.96,457.01,468.96,470.55,457.01,186663454
11/11/2003,462.98,459.74,455.96,460.49,453.77,183637249
10/11/2003,467.04,466.77,462.98,466.87,461.41,185916410
09/11/2003,466.41,467.85,467.04,471.22,465.66,187017226
06/11/2003,467.60,467.40,466.41,470.28,464.66,186611800
05/11/2003,461.98,461.25,467.60,468.92,459.54,187586789
04/11/2003,463.44,464.56,461.98,465.56,460.63,186202465
03/11/2003,457.41,464.52,463.44,467.86,462.17,186878600
02/11/2003,450.94,448.69,457.41,458.53,448.34,183778327
30/10/2003,458.50,454.01,450.94,454.79,446.60,182743254
29/10/2003,448.87,453.21,458.50,458.84,449.14,185669555
28/10/2003,439.07,442.50,448.87,449.63,442.46,181621384
27/10/2003,433.63,434.28,439.07,439.66,434.28,177597319
26/10/2003,434.39,435.19,433.63,435.71,433.03,175981302
23/10/2003,436.57,432.66,434.39,435.44,431.39,175752040
22/10/2003,438.34,438.72,436.57,442.74,435.57,176782452
21/10/2003,431.47,431.93,438.34,440.02,429.56,178050178
20/10/2003,433.38,433.45,431.47,434.90,430.73,176334851
19/10/2003,430.57,427.70,433.38,434.37,427.44,177058145
16/10/2003,430.90,431.03,430.57,434.40,428.57,177075262
15/10/2003,425.40,428.38,430.90,431.76,427.65,176543744
14/10/2003,427.19,426.20,425.40,427.37,424.73,173364669
13/10/2003,425.13,426.09,427.19,429.23,424.74,173684886
12/10/2003,417.41,418.20,425.13,426.19,418.03,173128971
09/10/2003,416.44,415.58,417.41,418.80,413.45,171285173
08/10/2003,422.04,423.29,416.44,423.81,415.56,170771828
07/10/2003,422.30,418.79,422.04,424.25,417.59,172187033
02/10/2003,415.83,419.56,422.30,422.98,416.80,174031498
01/10/2003,414.00,414.73,415.83,417.07,411.63,171715239
30/09/2003,417.29,419.31,414.00,419.31,413.33,167378626
29/09/2003,416.43,412.34,417.29,418.29,411.15,168622245
25/09/2003,417.66,417.57,416.43,417.57,410.33,169638829
24/09/2003,412.36,415.50,417.66,418.49,413.67,171472555
23/09/2003,411.43,413.52,412.36,416.91,411.51,169735915
22/09/2003,407.85,408.50,411.43,412.43,405.89,169615005
21/09/2003,401.40,401.40,407.85,408.89,401.10,169539999
18/09/2003,398.78,400.13,401.40,402.57,399.36,167589631
17/09/2003,400.63,403.35,398.78,405.17,398.18,166203701
16/09/2003,396.04,395.84,400.63,401.68,394.06,166360964
15/09/2003,392.33,390.15,396.04,396.54,389.42,166386537
14/09/2003,392.16,392.71,392.33,393.64,391.10,165410835
11/09/2003,395.77,393.74,392.16,395.35,391.56,164647617
10/09/2003,402.62,397.40,395.77,398.70,394.27,166516349
09/09/2003,402.72,408.55,402.62,409.56,401.50,168109228
08/09/2003,400.46,399.26,402.72,403.31,399.26,167813692
07/09/2003,411.65,401.90,400.46,402.72,400.05,166636514
04/09/2003,411.67,412.75,411.65,414.92,409.19,171187752
03/09/2003,401.82,406.65,411.67,412.76,406.59,171701901
02/09/2003,397.09,397.78,401.82,402.19,396.74,167923264
01/09/2003,396.83,397.32,397.09,399.13,395.55,166223570
31/08/2003,399.27,400.81,396.83,401.71,396.23,165891383
28/08/2003,393.82,392.97,399.27,400.18,392.49,167117772
27/08/2003,391.49,392.57,393.82,394.96,392.33,165040622
26/08/2003,386.79,387.91,391.49,392.26,386.56,164588531
25/08/2003,385.58,385.76,386.79,387.48,382.83,163624790
24/08/2003,387.96,387.64,385.58,387.73,384.40,163199863
21/08/2003,392.28,393.25,387.96,395.13,383.42,162738650
20/08/2003,401.21,393.17,392.28,393.53,388.73,164107537
19/08/2003,402.56,405.61,401.21,406.59,400.14,167113076
18/08/2003,402.21,401.94,402.56,405.99,399.50,166531311
17/08/2003,392.54,396.31,402.21,402.88,396.31,166333513
14/08/2003,395.49,395.05,392.54,395.84,390.81,163302605
13/08/2003,389.96,395.03,395.49,397.18,393.31,163573066
12/08/2003,387.15,387.16,389.96,390.61,384.45,160549275
11/08/2003,387.43,390.41,387.15,392.63,385.70,159917976
10/08/2003,397.24,395.11,387.43,395.28,386.80,159818601
06/08/2003,399.67,394.33,397.24,399.48,392.62,162682354
05/08/2003,397.20,396.75,399.67,400.57,396.54,165170920
04/08/2003,398.49,398.52,397.20,401.36,396.42,164029369
03/08/2003,407.26,404.03,398.49,404.03,398.08,164138347
31/07/2003,411.74,406.50,407.26,409.55,404.25,167450468
30/07/2003,418.60,415.80,411.74,415.80,410.59,169195364
29/07/2003,422.30,422.03,418.60,422.90,416.20,171497565
28/07/2003,423.79,426.65,422.30,426.65,421.35,170491126
27/07/2003,415.32,421.77,423.79,426.52,421.75,170857958
24/07/2003,419.50,415.66,415.32,418.39,412.60,166406356
23/07/2003,413.37,414.83,419.50,421.66,414.79,166671285
22/07/2003,412.92,410.84,413.37,415.32,410.02,167229778
21/07/2003,415.95,413.56,412.92,415.63,411.16,167258993
20/07/2003,414.43,418.64,415.95,419.13,412.66,168795250
17/07/2003,413.74,414.41,414.43,416.69,407.11,169973568
16/07/2003,421.53,419.15,413.74,421.46,413.26,169909733
15/07/2003,424.91,424.58,421.53,424.58,419.44,170438990
14/07/2003,422.81,422.14,424.91,427.09,420.16,171187657
13/07/2003,427.25,426.32,422.81,428.25,422.17,169909507
10/07/2003,431.36,433.39,427.25,435.88,424.51,172072329
09/07/2003,422.80,425.21,431.36,432.78,417.85,173618943
08/07/2003,435.95,437.29,422.80,437.83,421.19,171788557
07/07/2003,437.39,439.53,435.95,440.04,433.13,176433202
06/07/2003,440.17,438.20,437.39,440.34,432.24,176125679
03/07/2003,447.52,450.63,440.17,451.22,438.31,176539921
02/07/2003,442.84,448.67,447.52,450.33,444.97,178309386
01/07/2003,442.67,439.45,442.84,443.73,437.47,176774216
30/06/2003,447.36,449.84,442.67,450.60,440.79,176876705
29/06/2003,434.68,447.52,447.36,448.25,443.44,175243605
26/06/2003,430.30,427.05,434.68,436.13,427.05,170236472
25/06/2003,431.29,431.61,430.30,436.88,428.49,168489154
24/06/2003,438.26,434.03,431.29,435.55,429.57,167745438
23/06/2003,441.43,442.32,438.26,444.34,435.75,170599477
22/06/2003,446.96,446.35,441.43,448.96,440.37,171908300
19/06/2003,434.68,437.14,446.96,447.54,436.95,174056187
18/06/2003,436.26,432.70,434.68,438.70,432.20,169797517
17/06/2003,431.26,433.57,436.26,438.93,431.93,170522557
16/06/2003,426.84,435.22,431.26,437.13,429.54,169160166
15/06/2003,409.84,419.02,426.84,427.99,418.99,167629558
12/06/2003,412.30,411.17,409.84,416.85,406.82,161491230
11/06/2003,400.19,402.43,412.30,412.90,401.62,160314923
10/06/2003,405.79,410.77,400.19,415.19,397.46,157314353
09/06/2003,403.54,408.09,405.79,410.48,404.54,158415994
08/06/2003,417.36,408.31,403.54,410.47,401.48,157402168
04/06/2003,430.20,434.13,417.36,434.31,415.47,159998697
03/06/2003,429.76,425.23,430.20,435.17,424.07,163971782
02/06/2003,437.53,435.53,429.76,436.98,428.14,165174799
01/06/2003,429.34,437.30,437.53,439.83,429.89,167489806
29/05/2003,426.29,432.91,429.34,437.84,425.49,163431324
28/05/2003,413.80,421.06,426.29,428.32,420.27,163312566
27/05/2003,408.70,408.69,413.80,413.91,406.04,158903708
26/05/2003,407.75,411.17,408.70,414.09,405.36,158136640
25/05/2003,380.40,397.97,407.75,409.57,397.84,157805440
22/05/2003,377.61,382.49,380.40,383.93,377.95,149191982
21/05/2003,385.27,382.82,377.61,383.36,370.50,147775333
20/05/2003,391.12,386.06,385.27,390.04,384.59,150208869
19/05/2003,395.14,392.49,391.12,394.99,389.17,152265545
18/05/2003,409.43,404.21,395.14,404.21,393.75,153059542
14/05/2003,407.53,411.54,409.43,412.54,404.49,157544091
13/05/2003,415.77,415.15,407.53,416.03,406.26,157236980
12/05/2003,417.12,413.24,415.77,417.77,410.78,159133237
11/05/2003,400.49,407.79,417.12,417.82,407.79,159940481
08/05/2003,401.45,402.87,400.49,403.00,396.52,154041730
05/05/2003,399.29,402.34,401.45,403.48,396.55,154560993
04/05/2003,383.76,394.88,399.29,401.14,394.45,154660024
29/04/2003,374.29,381.04,383.76,384.64,379.80,151210377
28/04/2003,376.08,370.16,374.29,380.62,368.72,148357610
27/04/2003,382.36,378.58,376.08,379.98,375.19,148496166
24/04/2003,375.10,375.36,382.36,383.63,374.36,149842243
21/04/2003,383.78,383.18,375.10,383.56,373.92,148959572
20/04/2003,377.10,380.14,383.78,384.24,380.14,151446887
15/04/2003,371.43,376.24,377.10,379.82,375.52,148297227
14/04/2003,365.19,364.45,371.43,371.74,362.54,146307308
13/04/2003,365.68,367.14,365.19,368.49,364.21,144798897
10/04/2003,365.66,365.44,365.68,369.06,364.29,144250024
09/04/2003,363.45,363.00,365.66,366.45,361.73,144920606
08/04/2003,364.46,361.89,363.45,367.62,358.91,144012018
07/04/2003,355.67,361.44,364.46,366.14,361.44,144310698
06/04/2003,357.25,358.38,355.67,358.65,354.30,141861410
03/04/2003,353.48,351.91,357.25,361.05,350.29,142467044
02/04/2003,342.42,348.25,353.48,354.44,346.63,140908421
01/04/2003,333.90,335.05,342.42,343.18,334.77,136267609
31/03/2003,336.29,337.10,333.90,337.34,332.60,134011629
30/03/2003,341.77,336.80,336.29,337.93,334.55,134674661
27/03/2003,347.62,350.19,341.77,350.21,341.05,137175967
26/03/2003,338.14,342.92,347.62,349.00,341.42,138609673
25/03/2003,334.96,334.81,338.14,338.96,332.84,133987230
24/03/2003,340.62,336.54,334.96,336.95,332.91,132826763
23/03/2003,340.99,347.16,340.62,349.37,338.93,135303697
20/03/2003,346.32,345.71,340.99,346.50,339.81,133827847
19/03/2003,332.99,340.28,346.32,347.09,338.38,135071921
17/03/2003,330.94,328.25,332.99,334.43,328.24,129647146
16/03/2003,325.04,329.52,330.94,331.63,327.49,129172093
13/03/2003,319.34,320.72,325.04,326.13,320.72,126092566
12/03/2003,321.29,322.45,319.34,323.39,317.48,124510272
11/03/2003,320.80,318.14,321.29,321.85,317.59,124907966
10/03/2003,323.19,321.69,320.80,323.89,320.12,125204620
09/03/2003,325.52,327.62,323.19,327.92,322.19,126035764
06/03/2003,319.84,321.14,325.52,326.79,320.91,126962986
05/03/2003,323.73,320.26,319.84,322.21,317.54,125336992
04/03/2003,324.59,323.06,323.73,324.77,321.31,127121881
03/03/2003,322.65,323.81,324.59,326.80,319.96,127630892
02/03/2003,319.02,323.87,322.65,329.10,321.33,126864697
27/02/2003,305.65,313.87,319.02,320.06,312.10,125891214
26/02/2003,305.86,307.41,305.65,307.82,303.86,121869656
25/02/2003,310.64,308.32,305.86,308.51,305.14,121878735
24/02/2003,312.61,315.50,310.64,316.06,309.97,123207559
23/02/2003,307.32,309.89,312.61,312.88,309.10,124233467
20/02/2003,310.24,306.94,307.32,310.34,304.90,123059700
19/02/2003,317.05,315.82,310.24,315.91,309.74,123576207
18/02/2003,309.35,313.68,317.05,318.07,310.81,125283337
17/02/2003,300.86,303.70,309.35,315.34,303.06,123431036
16/02/2003,294.32,300.76,300.86,301.50,298.03,120281196
13/02/2003,298.86,294.20,294.32,295.62,292.22,117176980
12/02/2003,300.02,299.24,298.86,301.12,298.31,119507536
11/02/2003,297.62,298.79,300.02,301.28,297.33,119875238
10/02/2003,299.89,299.87,297.62,299.87,296.68,118480764
09/02/2003,298.81,297.74,299.89,302.58,297.74,119354238
06/02/2003,300.44,298.85,298.81,302.64,297.30,119000372
05/02/2003,299.79,297.03,300.44,302.11,295.88,119793365
04/02/2003,305.31,302.18,299.79,303.06,299.12,120945211
03/02/2003,310.23,309.72,305.31,311.49,304.41,122831693
02/02/2003,311.70,308.59,310.23,312.68,307.98,124280836
30/01/2003,315.49,311.35,311.70,314.38,310.79,124452234
29/01/2003,313.39,311.73,315.49,318.00,308.98,125346995
27/01/2003,315.89,316.55,313.39,318.83,309.89,124832322
26/01/2003,312.25,309.49,315.89,317.93,309.11,125823411
23/01/2003,307.91,309.71,312.25,313.13,309.40,124975601
22/01/2003,310.99,309.63,307.91,309.68,306.72,124061546
21/01/2003,311.62,311.07,310.99,313.57,309.63,124827090
20/01/2003,313.49,311.69,311.62,315.24,310.01,124630779
19/01/2003,324.39,320.77,313.49,320.92,311.73,125113133
16/01/2003,321.39,320.09,324.39,325.59,319.57,127116280
15/01/2003,316.27,318.56,321.39,321.85,318.41,126359588
14/01/2003,318.96,316.58,316.27,319.03,315.22,125438217
13/01/2003,325.15,322.74,318.96,324.87,318.42,126271879
12/01/2003,326.87,329.54,325.15,329.89,324.12,128011979
09/01/2003,327.75,326.49,326.87,328.53,323.82,128907856
08/01/2003,331.75,328.03,327.75,329.48,326.91,129772149
07/01/2003,330.43,331.93,331.75,336.44,330.98,129697683
06/01/2003,331.00,331.47,330.43,332.09,329.19,130031585
05/01/2003,328.63,332.36,331.00,333.54,329.84,130220324
02/01/2003,329.02,326.42,328.63,333.06,323.97,128866951
01/01/2003,333.91,334.13,329.02,335.75,326.31,128728499
31/12/2002,335.69,336.11,333.91,340.68,331.23,129082146
30/12/2002,335.91,334.63,335.69,337.71,332.65,127919108
29/12/2002,346.39,342.97,335.91,343.59,335.43,127297017
26/12/2002,339.50,338.70,346.39,346.80,338.50,130383764
25/12/2002,342.66,343.27,339.50,345.59,338.47,128756976
24/12/2002,343.86,344.74,342.66,345.41,340.20,130024339
23/12/2002,350.04,351.82,343.86,352.38,342.65,130377437
22/12/2002,357.69,353.75,350.04,353.85,347.10,131948828
19/12/2002,367.08,362.57,357.69,365.06,355.71,136102227
18/12/2002,370.73,371.77,367.08,372.26,362.66,137482090
17/12/2002,375.76,375.49,370.73,376.95,370.20,137979297
16/12/2002,375.54,380.73,375.76,383.14,373.54,139571181
15/12/2002,377.56,376.48,375.54,379.64,373.68,139472321
12/12/2002,375.85,376.87,377.56,378.31,372.00,139966018
11/12/2002,374.01,378.22,375.85,380.98,375.00,139514610
10/12/2002,363.87,365.76,374.01,375.16,364.82,139257813
09/12/2002,360.74,361.69,363.87,365.47,361.14,136828598
08/12/2002,368.51,366.75,360.74,366.75,360.27,135906559
05/12/2002,366.97,369.14,368.51,372.67,367.37,138374185
04/12/2002,373.39,371.23,366.97,372.25,365.92,137380886
03/12/2002,378.04,376.51,373.39,378.25,372.90,138778834
02/12/2002,368.75,371.30,378.04,378.46,371.30,141132965
01/12/2002,365.18,366.07,368.75,370.54,362.74,138456526
28/11/2002,364.11,369.72,365.18,369.92,360.78,137359976
27/11/2002,357.34,358.60,364.11,366.43,358.33,136250676
26/11/2002,351.85,352.44,357.34,360.70,351.55,134272174
25/11/2002,351.53,352.67,351.85,352.70,349.82,132354987
24/11/2002,345.59,347.26,351.53,352.51,347.26,132032777
21/11/2002,343.00,345.86,345.59,346.92,343.83,131350228
20/11/2002,342.14,341.35,343.00,344.01,341.08,130114875
19/11/2002,345.29,343.28,342.14,344.15,341.22,129291667
18/11/2002,340.63,341.41,345.29,346.15,341.15,130415141
17/11/2002,340.96,342.29,340.63,342.94,338.88,128819773
14/11/2002,336.46,342.05,340.96,342.65,339.29,127984068
13/11/2002,337.86,335.58,336.46,339.11,335.01,125912461
12/11/2002,341.38,338.36,337.86,340.64,336.72,127369677
11/11/2002,343.95,342.67,341.38,345.38,340.09,128757616
10/11/2002,339.93,338.19,343.95,344.53,336.36,129880444
07/11/2002,343.22,346.33,339.93,347.35,339.08,129735884
06/11/2002,330.94,335.41,343.22,343.95,335.41,130444993
05/11/2002,325.07,322.52,330.94,331.47,321.96,126959346
04/11/2002,325.46,326.83,325.07,326.98,324.02,126346617
03/11/2002,325.40,327.85,325.46,330.21,325.16,125253409
31/10/2002,333.53,326.14,325.40,328.77,322.33,124418207
30/10/2002,327.35,326.60,333.53,334.12,326.37,126536557
29/10/2002,332.22,331.30,327.35,331.54,326.73,122770578
28/10/2002,335.31,335.31,332.22,335.94,331.75,123378778
27/10/2002,340.01,337.21,335.31,338.17,334.99,124072377
24/10/2002,337.20,339.73,340.01,341.91,338.79,125928353
23/10/2002,337.57,338.76,337.20,339.51,336.42,125092177
22/10/2002,340.28,338.46,337.57,338.90,336.58,125000590
21/10/2002,341.32,340.78,340.28,342.18,339.69,125567285
20/10/2002,341.57,344.19,341.32,344.93,340.28,125350466
17/10/2002,335.19,337.92,341.57,342.28,336.69,125188510
16/10/2002,339.82,336.95,335.19,338.84,334.53,123327569
15/10/2002,335.74,337.03,339.82,342.52,335.44,125507797
14/10/2002,340.21,338.82,335.74,338.96,333.71,124023417
13/10/2002,335.97,340.62,340.21,343.26,339.29,125367442
10/10/2002,334.96,334.52,335.97,336.73,333.13,124158471
09/10/2002,337.34,336.44,334.96,336.44,333.73,123649358
08/10/2002,334.88,337.15,337.34,338.53,334.61,124447293
07/10/2002,333.58,329.90,334.88,336.88,329.35,124264829
06/10/2002,339.84,335.64,333.58,336.27,331.98,123649945
03/10/2002,343.99,340.52,339.84,341.26,337.93,126173011
02/10/2002,347.47,349.17,343.99,351.92,342.94,127388730
01/10/2002,344.46,341.85,347.47,348.12,340.05,127988496
30/09/2002,345.71,344.33,344.46,346.93,342.41,127015500
29/09/2002,351.33,348.89,345.71,349.69,343.27,127394997
26/09/2002,349.40,349.91,351.33,354.16,347.22,129422582
25/09/2002,349.61,344.17,349.40,350.67,340.52,128746773
24/09/2002,355.31,352.36,349.61,353.63,348.48,128332777
23/09/2002,353.37,355.91,355.31,356.70,352.66,129813898
22/09/2002,361.18,359.47,353.37,359.53,352.41,129128781
19/09/2002,365.15,365.52,361.18,365.83,359.38,131246411
18/09/2002,375.88,373.15,365.15,373.15,364.27,132324857
17/09/2002,371.47,376.30,375.88,378.68,374.77,135544752
12/09/2002,373.82,371.73,371.47,372.92,370.24,133409403
11/09/2002,372.17,372.27,373.82,374.38,370.55,134133567
10/09/2002,367.41,368.14,372.17,374.44,367.89,133757433
09/09/2002,365.51,366.86,367.41,367.89,365.05,131843432
05/09/2002,367.81,367.94,365.51,368.62,364.29,130945108
04/09/2002,367.72,365.44,367.81,368.95,364.01,131496488
03/09/2002,369.36,368.47,367.72,369.20,366.76,131343721
02/09/2002,369.92,370.03,369.36,370.55,366.94,132106104
01/09/2002,373.97,374.08,369.92,374.24,368.98,132191801
29/08/2002,379.42,375.53,373.97,376.30,373.54,132972942
28/08/2002,382.05,379.63,379.42,381.31,378.78,134773926
27/08/2002,380.59,380.63,382.05,382.43,378.09,135961985
26/08/2002,377.66,379.98,380.59,381.50,379.08,135546174
25/08/2002,376.67,376.32,377.66,379.24,374.12,134716610
22/08/2002,378.79,380.97,376.67,381.91,375.92,134421608
21/08/2002,374.91,372.33,378.79,379.93,372.06,135579445
20/08/2002,375.27,378.03,374.91,379.16,374.26,134578894
19/08/2002,367.91,371.29,375.27,376.94,371.29,134656519
18/08/2002,362.63,362.90,367.91,368.78,362.57,132608939
15/08/2002,360.19,363.07,362.63,363.42,361.35,131208425
14/08/2002,361.38,359.56,360.19,360.54,358.34,130640866
13/08/2002,361.93,363.85,361.38,364.28,359.69,130695768
12/08/2002,364.26,366.02,361.93,366.19,361.67,130185748
11/08/2002,363.98,363.95,364.26,365.40,361.32,131137434
08/08/2002,367.84,368.27,363.98,368.57,363.00,130939728
07/08/2002,364.42,368.03,367.84,369.35,365.91,131944493
06/08/2002,361.58,358.92,364.42,364.92,357.55,130644524
05/08/2002,363.94,363.39,361.58,363.39,360.06,129697961
04/08/2002,371.75,365.06,363.94,365.57,362.51,130047738
01/08/2002,374.83,377.45,371.75,377.67,370.17,132970562
31/07/2002,376.06,378.85,374.83,382.22,373.78,133021928
30/07/2002,377.32,381.97,376.06,382.45,374.52,133292590
29/07/2002,371.80,371.92,377.32,377.76,371.31,133357962
28/07/2002,365.66,367.73,371.80,372.40,367.72,131133812
25/07/2002,363.94,372.33,365.66,372.64,364.73,128320000
24/07/2002,377.92,373.75,363.94,374.48,362.73,127287376
23/07/2002,384.69,382.67,377.92,384.08,376.60,131775569
22/07/2002,381.07,383.06,384.69,386.77,380.78,134193586
21/07/2002,385.84,378.76,381.07,384.69,377.65,133320573
17/07/2002,375.04,374.75,385.84,386.50,371.67,135855444
16/07/2002,377.29,378.23,375.04,378.57,371.78,132130532
15/07/2002,373.48,373.97,377.29,381.09,373.97,132456408
14/07/2002,368.03,372.96,373.48,374.92,371.19,131509543
11/07/2002,374.72,369.71,368.03,373.75,367.04,128747260
10/07/2002,368.11,367.46,374.72,375.65,367.21,133020525
09/07/2002,363.02,362.63,368.11,370.02,362.13,132235241
08/07/2002,364.99,360.54,363.02,363.74,358.90,130954930
07/07/2002,358.82,366.51,364.99,366.81,363.95,131775795
04/07/2002,356.08,360.34,358.82,360.98,357.01,129434663
03/07/2002,358.62,358.19,356.08,360.16,353.14,128586051
